exercicio;demonstrativo;periodo;periodicidade;instituicao;cod_ibge;uf;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO INICIAL;ReceitasCorrentesRPPSBrutasPrevidenciario;RECEITAS CORRENTES (I);309227000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO ATUALIZADA;ReceitasCorrentesRPPSBrutasPrevidenciario;RECEITAS CORRENTES (I);309227000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2017;ReceitasCorrentesRPPSBrutasPrevidenciario;RECEITAS CORRENTES (I);61174075,41
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2016;ReceitasCorrentesRPPSBrutasPrevidenciario;RECEITAS CORRENTES (I);40924089,04
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO INICIAL;ReceitaDeContribuicoesDosSeguradosBrutaPrevidenciario;Receita de Contribuições dos Segurados;78324000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO ATUALIZADA;ReceitaDeContribuicoesDosSeguradosBrutaPrevidenciario;Receita de Contribuições dos Segurados;78324000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2017;ReceitaDeContribuicoesDosSeguradosBrutaPrevidenciario;Receita de Contribuições dos Segurados;22940105,48
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2016;ReceitaDeContribuicoesDosSeguradosBrutaPrevidenciario;Receita de Contribuições dos Segurados;15412784,28
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO INICIAL;RREO4ReceitaDeContribuicoesDosSeguradosPessoalCivilBruta;Civil;78324000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO ATUALIZADA;RREO4ReceitaDeContribuicoesDosSeguradosPessoalCivilBruta;Civil;78324000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2017;RREO4ReceitaDeContribuicoesDosSeguradosPessoalCivilBruta;Civil;22940105,48
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2016;RREO4ReceitaDeContribuicoesDosSeguradosPessoalCivilBruta;Civil;15412784,28
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO INICIAL;ReceitaDeContribuicoesDosSeguradoslAtivoPrevidenciario;Ativo;78188000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO ATUALIZADA;ReceitaDeContribuicoesDosSeguradoslAtivoPrevidenciario;Ativo;78188000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2017;ReceitaDeContribuicoesDosSeguradoslAtivoPrevidenciario;Ativo;22930263,28
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2016;ReceitaDeContribuicoesDosSeguradoslAtivoPrevidenciario;Ativo;15400220,11
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO INICIAL;ReceitaDeContribuicoesDosSeguradosInativoPrevidenciario;Inativo;97000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO ATUALIZADA;ReceitaDeContribuicoesDosSeguradosInativoPrevidenciario;Inativo;97000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2017;ReceitaDeContribuicoesDosSeguradosInativoPrevidenciario;Inativo;6546,04
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2016;ReceitaDeContribuicoesDosSeguradosInativoPrevidenciario;Inativo;10064,23
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO INICIAL;ReceitaDeContribuicoesDosSeguradosPensionistaPrevidenciario;Pensionista;39000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO ATUALIZADA;ReceitaDeContribuicoesDosSeguradosPensionistaPrevidenciario;Pensionista;39000,0
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2017;ReceitaDeContribuicoesDosSeguradosPensionistaPrevidenciario;Pensionista;3296,16
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;Até o Bimestre / 2016;ReceitaDeContribuicoesDosSeguradosPensionistaPrevidenciario;Pensionista;2499,94
2017;RREO;1;B;Prefeitura Municipal de Recife - PE;2611606;PE;1625583;RREO-Anexo 04;M;;PREVISÃO INICIAL;ReceitaDeContribuicoesPatronalPrevidenciario;Receita de Contribuições Patronais;82803000,0
