exercicio;periodo;periodicidade;instituicao;cod_ibge;uf;co_poder;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);1834083982,26
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);2741437,19
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalAtivoBruta;Pessoal Ativo;1497939067,04
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalAtivoBruta;Pessoal Ativo;2741437,19
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;336144915,22
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalNaoComputada;DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II);126389742,42
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalNaoComputada;DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II);1281296,34
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria;Indenizações por Demissão e Incentivos à Demissão Voluntária;702907,44
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalNaoComputadaDecisaoJudicialPeriodoAnteriorAoDaApuracao;Decorrentes de Decisão Judicial de Período Anterior ao da Apuração;24314585,17
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao;Despesas de Exercícios Anteriores de Período Anterior ao da Apuração;12649695,18
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao;Despesas de Exercícios Anteriores de Período Anterior ao da Apuração;1281296,34
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados;Inativos e Pensionistas com Recursos Vinculados;88722554,63
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalLiquida;DESPESA LÍQUIDA COM PESSOAL (III) = (I - II);1707694239,84
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalLiquida;DESPESA LÍQUIDA COM PESSOAL (III) = (I - II);1460140,85
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;Valor;ReceitaCorrenteLiquidaLimiteLegal;RECEITA CORRENTE LIQUIDA - RCL (IV);3702814573,09
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;Valor;DespesaComPessoalTotal;DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b);1709154380,69
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;% sobre a RCL;DespesaComPessoalTotal;DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b);46,16
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;Valor;LimiteMaximoDespesaComPessoalTotal;LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF);1999519869,47
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;% sobre a RCL;LimiteMaximoDespesaComPessoalTotal;LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF);54,0
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;Valor;LimitePrudencialDespesaComPessoalTotal;LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF);1899543876,0
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;% sobre a RCL;LimitePrudencialDespesaComPessoalTotal;LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF);51,3
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;Valor;LimiteDeAlertaDespesaComPessoalTotal;LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF);1799567882,52
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;% sobre a RCL;LimiteDeAlertaDespesaComPessoalTotal;LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF);48,6
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);1922846668,15
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);2741437,19
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalAtivoBruta;Pessoal Ativo;1571087940,54
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalAtivoBruta;Pessoal Ativo;2741437,19
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;351758727,61
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalNaoComputada;DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II);145987109,39
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalNaoComputada;DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II);1281296,34
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 01;M;;LIQUIDADAS (a);DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria;Indenizações por Demissão e Incentivos à Demissão Voluntária;564929,71
